"Timestamp","uid","q2 time","q3 name","q4 target","q5 info","q6 state","Interface version"
"2021/11/07 7:45:43 AM CST","Windows-Chrome-508534860464936","1636292742872","mousedown","div.sudoku-answer.nk4","{""which"":1,""pageX"":684,""pageY"":435}","#puzzle=0000023040010000&answer=0002100400200003&work=&seed=1&gentime=1635978327815&elapsed=132344968&currFocus=8&size=2","A"
"2021/11/07 7:45:43 AM CST","Windows-Chrome-508534860464936","1636292743123","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""45:46""}","#puzzle=0000023040010000&answer=0002100400200003&work=&seed=1&gentime=1635978327815&elapsed=132346114&currFocus=12&size=2","A"
"2021/11/07 7:45:43 AM CST","Windows-Chrome-508534860464936","1636292743164","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""45:46""}","#puzzle=0000023040010000&answer=0002100400200003&work=&seed=1&gentime=1635978327815&elapsed=132346155&currFocus=13&size=2","A"
"2021/11/07 7:45:43 AM CST","Windows-Chrome-508534860464936","1636292743407","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""45:46""}","#puzzle=0000023040010000&answer=0002100400200003&work=&seed=1&gentime=1635978327815&elapsed=132346398&currFocus=14&size=2","A"
"2021/11/07 7:45:44 AM CST","Windows-Chrome-508534860464936","1636292743777","mousedown","div#sn14.sudoku-answer","{""which"":1,""pageX"":975,""pageY"":486}","#puzzle=0000023040010000&answer=0002100400200003&work=&seed=1&gentime=1635978327815&elapsed=132346398&currFocus=14&size=2","A"
"2021/11/07 7:45:44 AM CST","Windows-Chrome-508534860464936","1636292743779","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""45:46""}","#puzzle=0000023040010000&answer=0002100400200043&work=&seed=1&gentime=1635978327815&elapsed=132346771&currFocus=14&size=2","A"
"2021/11/07 7:45:45 AM CST","Windows-Chrome-508534860464936","1636292744504","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""45:47""}","#puzzle=0000023040010000&answer=0002100400200043&work=&seed=1&gentime=1635978327815&elapsed=132347495&currFocus=13&size=2","A"
"2021/11/07 7:45:45 AM CST","Windows-Chrome-508534860464936","1636292744567","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""45:47""}","#puzzle=0000023040010000&answer=0002100400200043&work=&seed=1&gentime=1635978327815&elapsed=132347558&currFocus=8&size=2","A"
"2021/11/07 7:45:45 AM CST","Windows-Chrome-508534860464936","1636292744553","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""45:47""}","#puzzle=0000023040010000&answer=0002100400200043&work=&seed=1&gentime=1635978327815&elapsed=132347544&currFocus=12&size=2","A"
"2021/11/07 7:45:56 AM CST","Windows-Chrome-508534860464936","1636292755830","mousedown","div.sudoku-answer.nk3","{""which"":1,""pageX"":689,""pageY"":411}","#puzzle=0000023040010000&answer=0002100400200043&work=&seed=1&gentime=1635978327815&elapsed=132347558&currFocus=8&size=2","A"
"2021/11/07 7:45:56 AM CST","Windows-Chrome-508534860464936","1636292756268","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""45:59""}","#puzzle=0000023040010000&answer=0002100400200043&work=&seed=1&gentime=1635978327815&elapsed=132359259&currFocus=8&size=2","A"
"2021/11/07 7:45:56 AM CST","Windows-Chrome-508534860464936","1636292756435","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""45:59""}","#puzzle=0000023040010000&answer=0002100400200043&work=&seed=1&gentime=1635978327815&elapsed=132359426&currFocus=9&size=2","A"
"2021/11/07 7:45:57 AM CST","Windows-Chrome-508534860464936","1636292756659","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""45:59""}","#puzzle=0000023040010000&answer=0002100403200043&work=&seed=1&gentime=1635978327815&elapsed=132359650&currFocus=9&size=2","A"
"2021/11/07 7:45:57 AM CST","Windows-Chrome-508534860464936","1636292756656","mousedown","div#sn9.sudoku-answer","{""which"":1,""pageX"":933,""pageY"":446}","#puzzle=0000023040010000&answer=0002100400200043&work=&seed=1&gentime=1635978327815&elapsed=132359426&currFocus=9&size=2","A"
"2021/11/07 7:45:57 AM CST","Windows-Chrome-508534860464936","1636292757032","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""46:00""}","#puzzle=0000023040010000&answer=0002100403200043&work=&seed=1&gentime=1635978327815&elapsed=132360023&currFocus=8&size=2","A"
"2021/11/07 7:46:33 AM CST","Windows-Chrome-508534860464936","1636292793038","mousedown","div.sudoku-answer.nk1","{""which"":1,""pageX"":693,""pageY"":331}","#puzzle=0000023040010000&answer=0002100403200043&work=&seed=1&gentime=1635978327815&elapsed=132360023&currFocus=8&size=2","A"
"2021/11/07 7:46:33 AM CST","Windows-Chrome-508534860464936","1636292793529","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""46:36""}","#puzzle=0000023040010000&answer=0002100403200043&work=&seed=1&gentime=1635978327815&elapsed=132396520&currFocus=2&size=2","A"
"2021/11/07 7:46:33 AM CST","Windows-Chrome-508534860464936","1636292793512","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""46:36""}","#puzzle=0000023040010000&answer=0002100403200043&work=&seed=1&gentime=1635978327815&elapsed=132396503&currFocus=1&size=2","A"
"2021/11/07 7:46:34 AM CST","Windows-Chrome-508534860464936","1636292793820","mousedown","div#sn2.sudoku-answer","{""which"":1,""pageX"":1003,""pageY"":344}","#puzzle=0000023040010000&answer=0002100403200043&work=&seed=1&gentime=1635978327815&elapsed=132396520&currFocus=2&size=2","A"
"2021/11/07 7:46:34 AM CST","Windows-Chrome-508534860464936","1636292793822","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""46:36""}","#puzzle=0000023040010000&answer=0012100403200043&work=&seed=1&gentime=1635978327815&elapsed=132396814&currFocus=2&size=2","A"
"2021/11/07 7:46:46 AM CST","Windows-Chrome-508534860464936","1636292806289","mousedown","div.sudoku-answer.nk1","{""which"":1,""pageX"":697,""pageY"":324}","#puzzle=0000023040010000&answer=0012100403200043&work=&seed=1&gentime=1635978327815&elapsed=132396814&currFocus=2&size=2","A"
"2021/11/07 7:46:47 AM CST","Windows-Chrome-508534860464936","1636292806776","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""46:49""}","#puzzle=0000023040010000&answer=0012100403200043&work=&seed=1&gentime=1635978327815&elapsed=132409767&currFocus=12&size=2","A"
"2021/11/07 7:46:47 AM CST","Windows-Chrome-508534860464936","1636292806922","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""46:49""}","#puzzle=0000023040010000&answer=0012100403200043&work=&seed=1&gentime=1635978327815&elapsed=132409913&currFocus=13&size=2","A"
"2021/11/07 7:46:47 AM CST","Windows-Chrome-508534860464936","1636292807067","mousedown","div#sn13.sudoku-answer","{""which"":1,""pageX"":931,""pageY"":477}","#puzzle=0000023040010000&answer=0012100403200043&work=&seed=1&gentime=1635978327815&elapsed=132409913&currFocus=13&size=2","A"
"2021/11/07 7:46:47 AM CST","Windows-Chrome-508534860464936","1636292807069","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""46:50""}","#puzzle=0000023040010000&answer=0012100403200143&work=&seed=1&gentime=1635978327815&elapsed=132410060&currFocus=13&size=2","A"
"2021/11/07 7:46:47 AM CST","Windows-Chrome-508534860464936","1636292807366","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""46:50""}","#puzzle=0000023040010000&answer=0012100403200143&work=&seed=1&gentime=1635978327815&elapsed=132410357&currFocus=8&size=2","A"
"2021/11/07 7:46:47 AM CST","Windows-Chrome-508534860464936","1636292807352","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""46:50""}","#puzzle=0000023040010000&answer=0012100403200143&work=&seed=1&gentime=1635978327815&elapsed=132410343&currFocus=12&size=2","A"
"2021/11/07 7:46:48 AM CST","Windows-Chrome-508534860464936","1636292807893","mousedown","div.sudoku-answer.nk2","{""which"":1,""pageX"":694,""pageY"":368}","#puzzle=0000023040010000&answer=0012100403200143&work=&seed=1&gentime=1635978327815&elapsed=132410357&currFocus=8&size=2","A"
"2021/11/07 7:46:48 AM CST","Windows-Chrome-508534860464936","1636292808394","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""46:51""}","#puzzle=0000023040010000&answer=0012100403200143&work=&seed=1&gentime=1635978327815&elapsed=132411385&currFocus=12&size=2","A"
"2021/11/07 7:46:49 AM CST","Windows-Chrome-508534860464936","1636292808629","mousedown","div#sn12.sudoku-answer","{""which"":1,""pageX"":882,""pageY"":496}","#puzzle=0000023040010000&answer=0012100403200143&work=&seed=1&gentime=1635978327815&elapsed=132411385&currFocus=12&size=2","A"
"2021/11/07 7:46:49 AM CST","Windows-Chrome-508534860464936","1636292808631","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""46:51""}","#puzzle=0000023040010000&answer=0012100403202143&work=&seed=1&gentime=1635978327815&elapsed=132411622&currFocus=12&size=2","A"
"2021/11/07 7:46:56 AM CST","Windows-Chrome-508534860464936","1636292815819","mousedown","div.sudoku-answer.nk4","{""which"":1,""pageX"":695,""pageY"":436}","#puzzle=0000023040010000&answer=0012100403202143&work=&seed=1&gentime=1635978327815&elapsed=132411622&currFocus=12&size=2","A"
"2021/11/07 7:46:56 AM CST","Windows-Chrome-508534860464936","1636292816151","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""46:59""}","#puzzle=0000023040010000&answer=0012100403202143&work=&seed=1&gentime=1635978327815&elapsed=132419142&currFocus=4&size=2","A"
"2021/11/07 7:46:56 AM CST","Windows-Chrome-508534860464936","1636292816262","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""46:59""}","#puzzle=0000023040010000&answer=0012100403202143&work=&seed=1&gentime=1635978327815&elapsed=132419253&currFocus=0&size=2","A"
"2021/11/07 7:46:56 AM CST","Windows-Chrome-508534860464936","1636292816304","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""46:59""}","#puzzle=0000023040010000&answer=0012100403202143&work=&seed=1&gentime=1635978327815&elapsed=132419295&currFocus=1&size=2","A"
"2021/11/07 7:46:56 AM CST","Windows-Chrome-508534860464936","1636292816543","mousedown","div#sn1.sudoku-answer","{""which"":1,""pageX"":924,""pageY"":346}","#puzzle=0000023040010000&answer=0012100403202143&work=&seed=1&gentime=1635978327815&elapsed=132419295&currFocus=1&size=2","A"
"2021/11/07 7:46:56 AM CST","Windows-Chrome-508534860464936","1636292816545","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""46:59""}","#puzzle=0000023040010000&answer=0412100403202143&work=&seed=1&gentime=1635978327815&elapsed=132419536&currFocus=1&size=2","A"
"2021/11/07 7:46:57 AM CST","Windows-Chrome-508534860464936","1636292816803","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""46:59""}","#puzzle=0000023040010000&answer=0412100403202143&work=&seed=1&gentime=1635978327815&elapsed=132419795&currFocus=0&size=2","A"
"2021/11/07 7:46:57 AM CST","Windows-Chrome-508534860464936","1636292816818","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""46:59""}","#puzzle=0000023040010000&answer=0412100403202143&work=&seed=1&gentime=1635978327815&elapsed=132419809&currFocus=4&size=2","A"
"2021/11/07 7:46:57 AM CST","Windows-Chrome-508534860464936","1636292817355","mousedown","div.sudoku-answer.nk3","{""which"":1,""pageX"":686,""pageY"":405}","#puzzle=0000023040010000&answer=0412100403202143&work=&seed=1&gentime=1635978327815&elapsed=132419809&currFocus=4&size=2","A"
"2021/11/07 7:46:58 AM CST","Windows-Chrome-508534860464936","1636292817671","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""47:00""}","#puzzle=0000023040010000&answer=0412100403202143&work=&seed=1&gentime=1635978327815&elapsed=132420662&currFocus=0&size=2","A"
"2021/11/07 7:46:58 AM CST","Windows-Chrome-508534860464936","1636292817911","victory","document","{""elapsed"":132420903,""seed"":""1""}","#puzzle=0000023040010000&answer=0412100403202143&work=&seed=1&gentime=1635978327815&elapsed=132420662&currFocus=0&size=2","A"
"2021/11/07 7:46:58 AM CST","Windows-Chrome-508534860464936","1636292817910","mousedown","div#sn0.sudoku-answer","{""which"":1,""pageX"":882,""pageY"":344}","#puzzle=0000023040010000&answer=0412100403202143&work=&seed=1&gentime=1635978327815&elapsed=132420662&currFocus=0&size=2","A"
"2021/11/07 7:46:58 AM CST","Windows-Chrome-508534860464936","1636292817913","current_board_status","document","{""boardStates"":""#victory"",""timePassed"":""47:00""}","#puzzle=0000023040010000&answer=3412100403202143&work=&seed=1&gentime=1635978327815&elapsed=132420904&currFocus=0&size=2","A"
"2021/11/07 7:47:48 AM CST","Windows-Chrome-508534860464936","1636292868470","linkgame","document","{""seed"":""1""}","#puzzle=0000023040010000&answer=3412100403202143&work=&seed=1&gentime=1635978327815&elapsed=132420904&currFocus=0&size=2","A"
"2021/11/07 7:47:50 AM CST","Windows-Chrome-508534860464936","1636292870161","mousedown","div#intro.sudoku-popup","{""which"":1,""pageX"":1140,""pageY"":307}","#puzzle=0000023040010000&answer=3412100403202143&work=&seed=1&gentime=1635978327815&elapsed=132420904&currFocus=0&size=2","A"
"2021/11/07 7:47:50 AM CST","Windows-Chrome-508534860464936","1636292870520","current_board_status","document","{""boardStates"":""#victory"",""timePassed"":""47:02""}","#puzzle=0000023040010000&answer=3412100403202143&work=&seed=1&gentime=1635978327815&elapsed=132420904&currFocus=3&size=2","A"
"2021/11/07 7:47:50 AM CST","Windows-Chrome-508534860464936","1636292870543","current_board_status","document","{""boardStates"":""#victory"",""timePassed"":""47:02""}","#puzzle=0000023040010000&answer=3412100403202143&work=&seed=1&gentime=1635978327815&elapsed=132420904&currFocus=2&size=2","A"
"2021/11/07 7:47:50 AM CST","Windows-Chrome-508534860464936","1636292870562","current_board_status","document","{""boardStates"":""#victory"",""timePassed"":""47:02""}","#puzzle=0000023040010000&answer=3412100403202143&work=&seed=1&gentime=1635978327815&elapsed=132420904&currFocus=1&size=2","A"
"2021/11/07 7:47:51 AM CST","Windows-Chrome-508534860464936","1636292870584","current_board_status","document","{""boardStates"":""#victory"",""timePassed"":""47:03""}","#puzzle=0000023040010000&answer=3412100403202143&work=&seed=1&gentime=1635978327815&elapsed=132420904&currFocus=0&size=2","A"
"2021/11/07 7:47:51 AM CST","Windows-Chrome-508534860464936","1636292871192","current_board_status","document","{""boardStates"":""#victory"",""timePassed"":""47:03""}","#puzzle=0000023040010000&answer=3412100403202143&work=&seed=1&gentime=1635978327815&elapsed=132420904&currFocus=12&size=2","A"
"2021/11/07 7:47:52 AM CST","Windows-Chrome-508534860464936","1636292871769","mousedown","input#nextbutton","{""which"":1,""pageX"":1013,""pageY"":535}","#puzzle=0000023040010000&answer=3412100403202143&work=&seed=1&gentime=1635978327815&elapsed=132420904&currFocus=12&size=2","A"
"2021/11/07 7:47:52 AM CST","Windows-Chrome-508534860464936","1636292871856","setupgame","document","{""seed"":2}","#puzzle=0000023040010000&answer=3412100403202143&work=&seed=1&gentime=1635978327815&elapsed=132420904&currFocus=12&size=2","A"
"2021/11/07 7:47:52 AM CST","Windows-Chrome-508534860464936","1636292871858","current_board_status","document","{""boardStates"":""#errors"",""timePassed"":""0:02""}","#puzzle=3040000001030000&answer=0000010000000000&work=&seed=2&gentime=1635978299634&elapsed=2793&size=2","A"
"2021/11/07 7:48:00 AM CST","Windows-Chrome-508534860464936","1636292879693","current_board_status","document","{""boardStates"":""#errors"",""timePassed"":""0:10""}","#puzzle=3040000001030000&answer=0000010000000000&work=&seed=2&gentime=1635978299634&elapsed=10628&currFocus=4&size=2","A"
"2021/11/07 7:48:00 AM CST","Windows-Chrome-508534860464936","1636292879748","current_board_status","document","{""boardStates"":""#errors"",""timePassed"":""0:10""}","#puzzle=3040000001030000&answer=0000010000000000&work=&seed=2&gentime=1635978299634&elapsed=10683&currFocus=5&size=2","A"
"2021/11/07 7:48:00 AM CST","Windows-Chrome-508534860464936","1636292880278","mousedown","div#sn5.sudoku-answer","{""which"":1,""pageX"":941,""pageY"":398}","#puzzle=3040000001030000&answer=0000010000000000&work=&seed=2&gentime=1635978299634&elapsed=10683&currFocus=5&size=2","A"
"2021/11/07 7:48:00 AM CST","Windows-Chrome-508534860464936","1636292880282","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""0:11""}","#puzzle=3040000001030000&answer=0000000000000000&work=&seed=2&gentime=1635978299634&elapsed=11217&currFocus=5&size=2","A"
"2021/11/07 7:48:02 AM CST","Windows-Chrome-508534860464936","1636292881797","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""0:12""}","#puzzle=3040000001030000&answer=0000000000000000&work=&seed=2&gentime=1635978299634&elapsed=12732&currFocus=1&size=2","A"
"2021/11/07 7:48:15 AM CST","Windows-Chrome-508534860464936","1636292895051","mousedown","div.sudoku-answer.nk2","{""which"":1,""pageX"":688,""pageY"":366}","#puzzle=3040000001030000&answer=0000000000000000&work=&seed=2&gentime=1635978299634&elapsed=12732&currFocus=1&size=2","A"
"2021/11/07 7:48:15 AM CST","Windows-Chrome-508534860464936","1636292895519","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""0:26""}","#puzzle=3040000001030000&answer=0000000000000000&work=&seed=2&gentime=1635978299634&elapsed=26454&currFocus=0&size=2","A"
"2021/11/07 7:48:15 AM CST","Windows-Chrome-508534860464936","1636292895547","current_board_status","document","{""boardStates"":""#ok"",""timePassed"":""0:26""}","#puzzle=3040000001030000&answer=0000000000000000&work=&seed=2&gentime=1635978299634&elapsed=26482&currFocus=1&size=2","A"
